Sl No,VIN,ECU Under Test,Deployment Status,Deployment start time,Deployment end time
250,MD2B35306NCC18438,TEL,UPDATE SKIPPED,2022-06-29T20:47:49Z,2022-06-29T21:03:50Z
251,MD2B35309NCC18451,TEL,UPDATE SKIPPED,2022-06-29T20:43:39Z,2022-06-30T08:09:21Z
252,MD2B35302NCC18453,TEL,UPDATE SKIPPED,2022-06-29T20:38:14Z,2022-06-29T20:41:28Z
253,MD2B35308NCC18439,TEL,UPDATE SKIPPED,2022-06-29T20:34:08Z,2022-06-29T20:36:12Z
254,MD2B35306NCC17774,TEL,REQUEST_PENDING,2022-06-29T20:32:51Z,None
255,MD2B35300NCC18435,TEL,UPDATE SKIPPED,2022-06-29T20:29:58Z,2022-06-30T05:46:23Z
256,MD2B35300NCC17771,TEL,UPDATE SKIPPED,2022-06-29T20:26:37Z,2022-06-29T20:28:39Z
257,MD2B35302NCC17769,TEL,UPDATE SKIPPED,2022-06-29T20:24:31Z,2022-06-30T01:45:51Z
258,MD2B35302NCC17772,TEL,UPDATE SKIPPED,2022-06-29T20:18:53Z,2022-06-30T04:39:19Z
259,MD2B35302NCC16928,TEL,REQUEST_PENDING,2022-06-29T20:10:50Z,None
260,MD2B3530XNCC16935,TEL,UPDATE SKIPPED,2022-06-29T20:05:41Z,2022-06-29T20:18:02Z
261,MD2B35303NCC16923,TEL,UPDATE SKIPPED,2022-06-29T19:59:39Z,2022-06-29T20:01:44Z
262,MD2B35308NCC17775,TEL,UPDATE SKIPPED,2022-06-29T19:54:32Z,2022-06-30T07:31:29Z
263,MD2B35301NCC17777,TEL,UPDATE SKIPPED,2022-06-29T19:53:50Z,2022-06-29T19:58:41Z
264,MD2B3530XNCC17776,TEL,REQUEST_PENDING,2022-06-29T19:47:47Z,None
265,MD2B35308NCC17601,TEL,UPDATE SKIPPED,2022-06-29T19:44:26Z,2022-06-29T19:49:05Z
266,MD2B35309NCC17090,TEL,UPDATE SKIPPED,2022-06-29T19:36:01Z,2022-06-30T06:37:03Z
267,MD2B35301NCC17097,TEL,REQUEST_PENDING,2022-06-29T19:33:59Z,None
268,MD2B3530XNCC17101,TEL,UPDATE SKIPPED,2022-06-29T19:30:13Z,2022-06-29T19:56:59Z
269,MD2B3530XNCC17096,TEL,UPDATE SKIPPED,2022-06-29T19:28:29Z,2022-06-29T20:01:13Z
270,MD2B35308NCC17047,TEL,UPDATE SKIPPED,2022-06-29T19:26:24Z,2022-06-29T21:17:17Z
271,MD2B35306NCC17063,TEL,REQUEST_PENDING,2022-06-29T19:22:55Z,None
272,MD2B35308NCC17100,TEL,UPDATE SKIPPED,2022-06-29T18:55:40Z,2022-06-29T19:23:13Z
273,MD2B35303NCC17621,TEL,UPDATE SKIPPED,2022-06-29T18:55:03Z,2022-06-29T18:58:08Z
274,MD2B35302NCC17058,TEL,UPDATE SKIPPED,2022-06-29T18:47:20Z,2022-06-29T18:50:23Z
275,MD2B35300NCC17043,TEL,UPDATE SKIPPED,2022-06-29T18:47:20Z,2022-06-29T18:49:21Z
276,MD2B35301NCC17682,TEL,UPDATE SKIPPED,2022-06-29T18:40:24Z,2022-06-29T18:43:33Z
277,MD2B35304NCC17045,TEL,UPDATE SKIPPED,2022-06-29T18:34:26Z,2022-06-29T18:36:30Z
278,MD2B35302NCC17089,TEL,UPDATE SKIPPED,2022-06-29T18:34:16Z,2022-06-30T04:45:39Z
279,MD2B35308NCC16593,TEL,UPDATE SKIPPED,2022-06-29T18:29:35Z,2022-06-29T18:34:52Z
280,MD2B35302NCC16590,TEL,UPDATE SKIPPED,2022-06-29T18:25:56Z,2022-06-30T05:17:59Z
281,MD2B35308NCC17615,TEL,UPDATE SKIPPED,2022-06-29T18:23:28Z,2022-06-29T18:26:32Z
282,MD2B35301NCC17617,TEL,UPDATE SKIPPED,2022-06-29T18:14:11Z,2022-06-29T18:17:14Z
283,MD2B3530XNCC17065,TEL,UPDATE SKIPPED,2022-06-29T18:14:02Z,2022-06-29T18:30:37Z
284,MD2B35306NCC17046,TEL,UPDATE SKIPPED,2022-06-29T18:08:23Z,2022-06-29T18:10:22Z
285,MD2B35301NCC17066,TEL,UPDATE SKIPPED,2022-06-29T17:59:26Z,2022-06-29T18:19:21Z
286,MD2B35304NCC17059,TEL,UPDATE SKIPPED,2022-06-29T17:50:50Z,2022-06-29T18:04:39Z
287,MD2B3530XNCC18006,TEL,UPDATE SKIPPED,2022-06-29T17:13:51Z,2022-06-29T17:15:55Z
288,MD2B35308NCB15635,TEL,UPDATE SKIPPED,2022-06-29T16:44:13Z,2022-06-29T16:51:34Z
289,MD2B35303NCC17098,TEL,UPDATE SKIPPED,2022-06-29T16:39:15Z,2022-06-30T09:23:15Z
290,MD2B3530XNCB15345,TEL,REQUEST_PENDING,2022-06-29T16:31:53Z,None
291,MD2B35308NCC16027,TEL,UPDATE SKIPPED,2022-06-29T15:56:08Z,2022-06-29T15:58:08Z
292,MD2B35301NCB15637,TEL,UPDATE SKIPPED,2022-06-29T15:40:48Z,2022-06-29T15:42:49Z
293,MD2B35300NCB15841,TEL,UPDATE SKIPPED,2022-06-29T15:32:40Z,2022-06-29T15:35:41Z
294,MD2B35309NCC16019,TEL,UPDATE SKIPPED,2022-06-29T15:25:24Z,2022-06-29T15:28:36Z
295,MD2B35303NCC17263,TEL,UPDATE SKIPPED,2022-06-29T15:23:31Z,2022-06-29T15:26:34Z
296,MD2B35307NCB15139,TEL,UPDATE SKIPPED,2022-06-29T15:07:09Z,2022-06-29T15:10:12Z
297,MD2B35303NCB15641,TEL,UPDATE SKIPPED,2022-06-29T14:58:58Z,2022-06-29T15:02:07Z
298,MD2B35305NCC17264,TEL,UPDATE SKIPPED,2022-06-29T14:45:28Z,2022-06-29T14:47:28Z
299,MD2B35306NCB15665,TEL,UPDATE SKIPPED,2022-06-29T14:43:03Z,2022-06-29T15:24:07Z
300,MD2B35302NCC17092,TEL,UPDATE SKIPPED,2022-06-29T14:38:03Z,2022-06-29T14:40:07Z
301,MD2B35307NCB14685,TEL,REQUEST_PENDING,2022-06-29T13:56:46Z,None
302,MD2B35301NCB15332,TEL,REQUEST_PENDING,2022-06-29T13:44:46Z,None
303,MD2B35306NCB15343,TEL,UPDATE SKIPPED,2022-06-29T13:43:04Z,2022-06-29T13:46:06Z
304,MD2B35303NCB14666,TEL,UPDATE SKIPPED,2022-06-29T13:33:17Z,2022-06-29T13:35:20Z
305,MD2B35308NCB15327,TEL,UPDATE SKIPPED,2022-06-29T13:27:34Z,2022-06-29T13:29:38Z
306,MD2B35309NCB15644,TEL,REQUEST_PENDING,2022-06-29T13:14:54Z,None
307,MD2B35303NCB15140,TEL,UPDATE SKIPPED,2022-06-29T13:09:00Z,2022-06-29T13:14:09Z
308,MD2B35302NCB15145,TEL,REQUEST_PENDING,2022-06-29T13:02:17Z,None
309,MD2B35309NCC18014,TEL,UPDATE SKIPPED,2022-06-29T13:02:10Z,2022-06-29T17:13:52Z
310,MD2B35303NCC18476,TEL,UPDATE SKIPPED,2022-06-29T12:49:26Z,2022-06-29T12:51:23Z
311,MD2B35305NCC18012,TEL,UPDATE SKIPPED,2022-06-29T12:40:02Z,2022-06-29T12:43:07Z
312,MD2B35308NCB15649,TEL,UPDATE SKIPPED,2022-06-29T12:34:38Z,2022-06-29T12:37:53Z
313,MD2B35300NCB15144,TEL,UPDATE SKIPPED,2022-06-29T12:29:44Z,2022-06-29T12:32:45Z
314,MD2B35309NCB15840,TEL,UPDATE SKIPPED,2022-06-29T12:28:37Z,2022-06-29T12:30:40Z
315,MD2B35301NCB15282,TEL,UPDATE SKIPPED,2022-06-29T12:21:26Z,2022-06-29T12:23:27Z
316,MD2B3530XNCB14678,TEL,UPDATE SKIPPED,2022-06-29T12:02:54Z,2022-06-29T12:04:55Z
317,MD2B35303NCC18008,TEL,REQUEST_PENDING,2022-06-29T12:02:04Z,None
318,MD2B35301NCC18007,TEL,REQUEST_PENDING,2022-06-29T11:56:16Z,None
319,MD2B35309NCB14686,TEL,UPDATE SKIPPED,2022-06-29T11:55:28Z,2022-06-29T12:01:05Z
320,MD2B35302NCB15789,TEL,REQUEST_PENDING,2022-06-29T11:52:27Z,None
321,MD2B35308NCC18005,TEL,UPDATE SKIPPED,2022-06-29T11:48:33Z,2022-06-29T11:52:44Z
322,MD2B35305NCC15904,TEL,REQUEST_PENDING,2022-06-29T11:45:43Z,None
323,MD2B35300NCB15614,TEL,UPDATE SKIPPED,2022-06-29T11:40:01Z,2022-06-29T11:53:58Z
324,MD2B35304NCC18003,TEL,UPDATE SKIPPED,2022-06-29T11:34:00Z,2022-06-29T11:36:03Z
325,MD2B35305NCB15141,TEL,UPDATE SKIPPED,2022-06-29T11:33:07Z,2022-06-29T11:55:16Z
326,MD2B35304NCB15146,TEL,REQUEST_PENDING,2022-06-29T11:30:16Z,None
327,MD2B35302NCC18002,TEL,UPDATE SKIPPED,2022-06-29T11:30:06Z,2022-06-29T11:35:03Z
328,MD2B35300NCC18001,TEL,UPDATE SKIPPED,2022-06-29T11:24:37Z,2022-06-29T11:31:35Z
329,MD2B35300NCB15550,TEL,UPDATE SKIPPED,2022-06-29T11:23:14Z,2022-06-29T11:26:26Z
330,MD2B35309NCC18000,TEL,UPDATE SKIPPED,2022-06-29T11:16:21Z,2022-06-29T11:27:05Z
331,MD2B35303NCB15834,TEL,UPDATE SKIPPED,2022-06-29T11:11:09Z,2022-06-29T11:19:25Z
332,MD2B35308NCC17999,TEL,UPDATE_FAILED,2022-06-29T11:10:17Z,2022-06-29T11:31:26Z
333,MD2B35306NCC17998,TEL,UPDATE SKIPPED,2022-06-29T11:04:55Z,2022-06-29T11:09:07Z
334,MD2B35301NCC18475,TEL,UPDATE SKIPPED,2022-06-29T10:55:05Z,2022-06-29T10:57:06Z
335,MD2B35309NCB15143,TEL,UPDATE SKIPPED,2022-06-29T10:53:00Z,2022-06-29T11:03:40Z
336,MD2B3530XNCC18474,TEL,REQUEST_PENDING,2022-06-29T10:44:33Z,None
337,MD2B35308NCC18473,TEL,UPDATE SKIPPED,2022-06-29T10:38:32Z,2022-06-29T10:47:02Z
338,MD2B35306NCC18472,TEL,UPDATE SKIPPED,2022-06-29T10:34:18Z,2022-06-29T10:40:50Z
339,MD2B35304NCC18471,TEL,UPDATE SKIPPED,2022-06-29T10:28:53Z,2022-06-29T10:30:57Z
340,MD2B35302NCC18470,TEL,UPDATE SKIPPED,2022-06-29T10:22:40Z,2022-06-29T10:56:10Z
341,MD2B35305NCC18138,TEL,UPDATE SKIPPED,2022-06-29T10:18:42Z,2022-06-29T10:20:43Z
342,MD2B35304NCC18468,TEL,REQUEST_PENDING,2022-06-29T09:54:17Z,None
343,MD2B35302NCC18467,TEL,REQUEST_PENDING,2022-06-29T09:51:07Z,None
344,MD2B35300NCC18466,TEL,REQUEST_PENDING,2022-06-29T09:47:31Z,None
345,MD2B35307NCC18464,TEL,REQUEST_PENDING,2022-06-29T09:39:32Z,None
346,MD2B35303NCC18462,TEL,REQUEST_PENDING,2022-06-29T09:34:54Z,None
347,MD2B35305NCC18463,TEL,UPDATE SKIPPED,2022-06-29T09:33:12Z,2022-06-29T10:21:42Z
348,MD2B35301NCC18461,TEL,REQUEST_PENDING,2022-06-29T09:25:45Z,None
349,MD2B3530XNCC18460,TEL,REQUEST_PENDING,2022-06-29T09:22:19Z,None
350,MD2B35303NCC18459,TEL,UPDATE SKIPPED,2022-06-29T09:15:27Z,2022-06-29T09:17:34Z
351,MD2B35305NCC18348,TEL,REQUEST_PENDING,2022-06-29T09:14:28Z,None
352,MD2B35301NCC18458,TEL,REQUEST_PENDING,2022-06-29T09:12:13Z,None
353,MD2B3530XNCC18457,TEL,REQUEST_PENDING,2022-06-29T09:08:43Z,None
354,MD2B35306NCC18116,TEL,UPDATE SKIPPED,2022-06-29T09:05:55Z,2022-06-29T09:07:53Z
355,MD2B35308NCC18408,TEL,REQUEST_PENDING,2022-06-29T09:04:08Z,None
356,MD2B35306NCC18407,TEL,UPDATE SKIPPED,2022-06-29T08:56:23Z,2022-06-29T08:59:28Z
357,MD2B35304NCC18406,TEL,REQUEST_PENDING,2022-06-29T08:52:28Z,None
358,MD2B35302NCC18405,TEL,REQUEST_PENDING,2022-06-29T08:49:15Z,None
359,MD2B35307NCC18111,TEL,UPDATE SKIPPED,2022-06-29T08:46:22Z,2022-06-29T09:28:17Z
360,MD2B35300NCC18404,TEL,REQUEST_PENDING,2022-06-29T08:44:53Z,None
361,MD2B35303NCC18123,TEL,UPDATE SKIPPED,2022-06-29T08:33:12Z,2022-07-01T10:57:20Z
362,MD2B35303NCC18445,TEL,UPDATE SKIPPED,2022-06-29T08:27:22Z,2022-06-29T08:33:17Z
363,MD2B35303NCC18137,TEL,UPDATE SKIPPED,2022-06-29T08:22:21Z,2022-06-29T09:31:17Z
364,MD2B35301NCC18136,TEL,UPDATE SKIPPED,2022-06-29T08:18:15Z,2022-06-29T08:20:23Z
365,MD2B3530XNCC18135,TEL,REQUEST_PENDING,2022-06-29T08:13:51Z,None
366,MD2B35308NCC18134,TEL,UPDATE_FAILED,2022-06-29T08:10:30Z,2022-07-01T08:11:05Z
367,MD2B35309NCC18384,TEL,REQUEST_PENDING,2022-06-29T08:08:33Z,None
368,MD2B35304NCC18132,TEL,UPDATE SKIPPED,2022-06-29T07:59:31Z,2022-06-29T08:07:44Z
369,MD2B35302NCC18131,TEL,UPDATE SKIPPED,2022-06-29T07:47:08Z,2022-06-29T08:21:48Z
370,MD2B35300NCC18130,TEL,UPDATE SKIPPED,2022-06-29T07:41:54Z,2022-06-29T09:26:19Z
371,MD2B35304NCC18129,TEL,UPDATE SKIPPED,2022-06-29T07:39:23Z,2022-06-29T07:44:02Z
372,MD2B35302NCC18128,TEL,UPDATE SKIPPED,2022-06-29T07:34:18Z,2022-06-29T08:40:54Z
373,MD2B35300NCC18127,TEL,UPDATE SKIPPED,2022-06-29T07:27:49Z,2022-06-29T07:31:56Z
374,MD2B35309NCC18126,TEL,UPDATE SKIPPED,2022-06-29T07:23:44Z,2022-07-01T08:11:17Z
375,MD2B35307NCC18125,TEL,UPDATE SKIPPED,2022-06-29T07:17:55Z,2022-06-29T08:34:06Z
376,MD2B35305NCC18124,TEL,REQUEST_PENDING,2022-06-29T07:14:54Z,None
377,MD2B35301NCC18122,TEL,UPDATE SKIPPED,2022-06-29T07:07:51Z,2022-06-29T07:31:07Z
378,MD2B3530XNCC18121,TEL,UPDATE SKIPPED,2022-06-29T07:00:24Z,2022-06-29T07:31:51Z
379,MD2B35308NCC18120,TEL,UPDATE SKIPPED,2022-06-29T06:55:15Z,2022-07-01T11:24:24Z
380,MD2B3530XNCC18118,TEL,REQUEST_PENDING,2022-06-29T06:48:24Z,None
381,MD2B35301NCC18444,TEL,UPDATE SKIPPED,2022-06-29T06:47:09Z,2022-06-29T06:49:08Z
382,MD2B35308NCC18117,TEL,UPDATE SKIPPED,2022-06-29T06:39:51Z,2022-07-01T08:11:39Z
383,MD2B35302NCC18095,TEL,UPDATE SKIPPED,2022-06-29T06:31:10Z,2022-06-29T06:36:09Z
384,MD2B35304NCC18115,TEL,REQUEST_PENDING,2022-06-29T06:27:34Z,None
385,MD2B35302NCC18114,TEL,UPDATE SKIPPED,2022-06-29T06:23:26Z,2022-07-01T11:27:43Z
386,MD2B35309NCC18112,TEL,UPDATE SKIPPED,2022-06-29T06:20:06Z,2022-06-29T06:24:25Z
387,MD2B35309NCC18109,TEL,UPDATE SKIPPED,2022-06-29T06:05:30Z,2022-06-29T06:37:30Z
388,MD2B35300NCC18113,TEL,REQUEST_PENDING,2022-06-29T06:02:14Z,None
389,MD2B35307NCC18108,TEL,REQUEST_PENDING,2022-06-29T05:53:58Z,None
390,MD2B35303NCC18381,TEL,UPDATE SKIPPED,2022-06-29T05:41:06Z,2022-06-29T05:44:10Z
391,MD2B35305NCC18110,TEL,UPDATE SKIPPED,2022-06-29T05:11:14Z,2022-06-29T05:14:29Z
392,MD2B35308NCC18103,TEL,UPDATE SKIPPED,2022-06-29T04:55:32Z,2022-06-29T06:12:55Z
393,MD2B35302NCC17982,TEL,UPDATE SKIPPED,2022-06-29T04:53:42Z,2022-06-29T05:04:14Z
394,MD2B35306NCC18102,TEL,UPDATE SKIPPED,2022-06-29T04:51:29Z,2022-06-29T05:53:30Z
395,MD2B3530XNCC18104,TEL,REQUEST_PENDING,2022-06-29T04:48:26Z,None
396,MD2B35302NCC17948,TEL,UPDATE SKIPPED,2022-06-29T04:44:17Z,2022-06-29T04:46:18Z
397,MD2B35304NCC18101,TEL,UPDATE SKIPPED,2022-06-29T04:43:00Z,2022-06-29T05:13:25Z
398,MD2B35302NCC18100,TEL,UPDATE SKIPPED,2022-06-29T04:38:10Z,2022-06-29T05:13:02Z
399,MD2B3530XNCC18099,TEL,UPDATE SKIPPED,2022-06-29T04:34:48Z,2022-06-29T05:04:55Z
400,MD2B35304NCC18051,TEL,REQUEST_PENDING,2022-06-29T04:30:42Z,None
401,MD2B35308NCC18098,TEL,UPDATE SKIPPED,2022-06-29T04:30:41Z,2022-06-29T04:32:43Z
402,MD2B35306NCC18097,TEL,UPDATE SKIPPED,2022-06-29T04:26:29Z,2022-06-29T04:29:11Z
403,MD2B35304NCC18096,TEL,UPDATE SKIPPED,2022-06-29T04:21:34Z,2022-06-29T04:24:35Z
404,MD2B35300NCC18094,TEL,UPDATE SKIPPED,2022-06-29T04:02:57Z,2022-06-29T04:25:25Z
405,MD2B35309NCC18093,TEL,REQUEST_PENDING,2022-06-29T03:59:05Z,None
406,MD2B35307NCC18092,TEL,UPDATE SKIPPED,2022-06-29T03:54:54Z,2022-06-29T04:17:37Z
407,MD2B35308NCC18456,TEL,REQUEST_PENDING,2022-06-29T03:50:49Z,None
408,MD2B35306NCC18455,TEL,UPDATE SKIPPED,2022-06-29T03:45:15Z,2022-06-29T04:09:13Z
409,MD2B35304NCC18454,TEL,UPDATE SKIPPED,2022-06-29T03:42:54Z,2022-06-29T03:48:45Z
410,MD2B35309NCC18448,TEL,UPDATE SKIPPED,2022-06-29T03:37:33Z,2022-06-29T03:39:37Z
411,MD2B35307NCC18447,TEL,UPDATE SKIPPED,2022-06-29T03:34:25Z,2022-06-29T03:38:38Z
412,MD2B35305NCC18446,TEL,UPDATE SKIPPED,2022-06-29T03:29:19Z,2022-06-29T03:35:55Z
413,MD2B3530XNCC18443,TEL,UPDATE SKIPPED,2022-06-29T03:19:37Z,2022-06-29T03:33:49Z
414,MD2B35308NCC18442,TEL,REQUEST_PENDING,2022-06-29T02:54:36Z,None
415,MD2B35306NCC18441,TEL,REQUEST_PENDING,2022-06-29T02:51:02Z,None
416,MD2B35309NCC17638,TEL,REQUEST_PENDING,2022-06-29T02:46:43Z,None
417,MD2B35309NCC18434,TEL,UPDATE SKIPPED,2022-06-29T02:08:16Z,2022-06-29T02:13:59Z
418,MD2B35307NCC18397,TEL,UPDATE SKIPPED,2022-06-29T02:05:20Z,2022-06-29T02:09:16Z
419,MD2B35309NCC18403,TEL,UPDATE SKIPPED,2022-06-29T01:58:08Z,2022-06-29T02:00:08Z
420,MD2B35307NCC18433,TEL,UPDATE SKIPPED,2022-06-29T01:27:45Z,2022-06-29T01:55:26Z
421,MD2B35300NCC18449,TEL,UPDATE SKIPPED,2022-06-29T01:24:03Z,2022-06-29T01:31:15Z
422,MD2B35305NCC18432,TEL,REQUEST_PENDING,2022-06-29T01:19:54Z,None
423,MD2B35303NCC18431,TEL,UPDATE SKIPPED,2022-06-29T01:13:36Z,2022-06-30T19:49:55Z
424,MD2B35301NCC18430,TEL,UPDATE SKIPPED,2022-06-28T18:53:00Z,2022-06-29T02:21:37Z
425,MD2B35305NCC18429,TEL,UPDATE SKIPPED,2022-06-28T18:46:13Z,2022-06-28T18:48:18Z
426,MD2B35303NCC18428,TEL,UPDATE SKIPPED,2022-06-28T18:40:09Z,2022-06-28T18:43:14Z
427,MD2B35301NCC18427,TEL,REQUEST_PENDING,2022-06-28T18:34:45Z,None
428,MD2B35308NCC18425,TEL,REQUEST_PENDING,2022-06-28T18:29:03Z,None
429,MD2B3530XNCC18426,TEL,REQUEST_PENDING,2022-06-28T18:23:24Z,None
430,MD2B35306NCC18424,TEL,UPDATE SKIPPED,2022-06-28T18:16:48Z,2022-06-28T18:24:13Z
431,MD2B35304NCC18423,TEL,UPDATE SKIPPED,2022-06-28T18:11:08Z,2022-06-28T18:18:30Z
432,MD2B35300NCC18421,TEL,UPDATE SKIPPED,2022-06-28T17:56:02Z,2022-06-28T17:58:08Z
433,MD2B35302NCC18422,TEL,UPDATE SKIPPED,2022-06-28T17:48:37Z,2022-06-28T17:50:35Z
434,MD2B35309NCC18420,TEL,UPDATE SKIPPED,2022-06-28T17:41:57Z,2022-06-28T17:45:00Z
435,MD2B35302NCC18419,TEL,UPDATE SKIPPED,2022-06-28T17:35:58Z,2022-06-28T17:39:08Z
436,MD2B35300NCC18418,TEL,UPDATE SKIPPED,2022-06-28T17:29:58Z,2022-06-28T17:33:05Z
437,MD2B35309NCC18417,TEL,UPDATE SKIPPED,2022-06-28T17:25:37Z,2022-06-28T17:31:59Z
438,MD2B35305NCC18415,TEL,UPDATE SKIPPED,2022-06-28T17:14:20Z,2022-06-28T17:16:22Z
439,MD2B35303NCC18414,TEL,REQUEST_PENDING,2022-06-28T17:07:39Z,None
440,MD2B35301NCC18413,TEL,UPDATE SKIPPED,2022-06-28T16:46:11Z,2022-06-28T16:49:14Z
441,MD2B35308NCC17923,TEL,UPDATE SKIPPED,2022-06-28T16:34:55Z,2022-06-28T16:39:02Z
442,MD2B35306NCC18388,TEL,REQUEST_PENDING,2022-06-28T16:04:30Z,None
443,MD2B35305NCC18396,TEL,UPDATE SKIPPED,2022-06-28T16:03:57Z,2022-06-28T16:05:59Z
444,MD2B35303NCC18400,TEL,UPDATE SKIPPED,2022-06-28T15:53:09Z,2022-06-28T16:05:06Z
445,MD2B35302NCC18386,TEL,UPDATE SKIPPED,2022-06-28T15:47:56Z,2022-06-28T15:51:18Z
446,MD2B35305NCC18401,TEL,UPDATE SKIPPED,2022-06-28T15:38:12Z,2022-06-28T15:40:13Z
447,MD2B35300NCC18399,TEL,UPDATE SKIPPED,2022-06-28T15:34:58Z,2022-06-28T15:37:03Z
448,MD2B35304NCC18390,TEL,UPDATE SKIPPED,2022-06-28T15:30:38Z,2022-07-01T11:08:34Z
449,MD2B35309NCC18398,TEL,UPDATE SKIPPED,2022-06-28T15:25:44Z,2022-06-28T15:28:44Z
450,MD2B35301NCC18394,TEL,UPDATE SKIPPED,2022-06-28T15:09:39Z,2022-06-28T15:11:41Z
451,MD2B35301NCC17634,TEL,REQUEST_PENDING,2022-06-28T14:58:11Z,None
452,MD2B35307NCC17637,TEL,UPDATE SKIPPED,2022-06-28T14:49:59Z,2022-06-28T14:52:00Z
453,MD2B35303NCC18395,TEL,UPDATE SKIPPED,2022-06-28T14:42:50Z,2022-06-28T14:44:53Z
454,MD2B35306NCC17645,TEL,UPDATE SKIPPED,2022-06-28T13:55:42Z,2022-06-28T14:49:38Z
455,MD2B35306NCC17631,TEL,UPDATE SKIPPED,2022-06-28T13:53:00Z,2022-06-28T13:55:03Z
456,MD2B35308NCC17629,TEL,UPDATE SKIPPED,2022-06-28T13:43:58Z,2022-06-28T13:54:11Z
457,MD2B3530XNCC17647,TEL,UPDATE SKIPPED,2022-06-28T13:37:33Z,2022-06-28T13:42:07Z
458,MD2B35305NCC17636,TEL,UPDATE SKIPPED,2022-06-28T13:32:54Z,2022-06-28T13:34:55Z
459,MD2B35303NCC17649,TEL,UPDATE SKIPPED,2022-06-28T13:16:13Z,2022-06-28T13:18:15Z
460,MD2B3530XNCC18412,TEL,UPDATE SKIPPED,2022-06-28T13:04:11Z,2022-06-28T17:07:57Z
461,MD2B35301NCC17939,TEL,UPDATE SKIPPED,2022-06-28T13:01:53Z,2022-06-28T15:52:58Z
462,MD2B35308NCC18411,TEL,UPDATE SKIPPED,2022-06-28T12:56:32Z,2022-06-28T13:05:05Z
463,MD2B35306NCC18410,TEL,UPDATE SKIPPED,2022-06-28T12:49:20Z,2022-06-28T12:52:22Z
464,MD2B3530XNCC18409,TEL,UPDATE SKIPPED,2022-06-28T12:41:19Z,2022-06-28T12:45:46Z
465,MD2B35304NCC17918,TEL,UPDATE SKIPPED,2022-06-28T12:39:42Z,2022-06-28T12:49:19Z
466,MD2B35302NCC17867,TEL,UPDATE SKIPPED,2022-06-28T12:33:36Z,2022-06-28T12:35:37Z
467,MD2B35300NCC17947,TEL,UPDATE SKIPPED,2022-06-28T12:19:56Z,2022-06-28T12:27:54Z
468,MD2B35309NCC17946,TEL,UPDATE SKIPPED,2022-06-28T12:03:36Z,2022-06-28T12:20:12Z
469,MD2B35305NCC17488,TEL,UPDATE SKIPPED,2022-06-28T11:58:39Z,2022-06-30T12:01:00Z
470,MD2B35307NCC17945,TEL,UPDATE SKIPPED,2022-06-28T11:57:42Z,2022-06-28T12:02:54Z
471,MD2B35305NCC17944,TEL,UPDATE SKIPPED,2022-06-28T11:49:18Z,2022-06-28T11:51:16Z
472,MD2B35307NCC17525,TEL,UPDATE SKIPPED,2022-06-28T11:47:49Z,2022-06-28T11:51:52Z
473,MD2B3530XNCC17633,TEL,UPDATE SKIPPED,2022-06-28T11:42:40Z,2022-06-28T16:33:22Z
474,MD2B35303NCC17943,TEL,UPDATE SKIPPED,2022-06-28T11:41:11Z,2022-06-28T11:44:53Z
475,MD2B35301NCC17942,TEL,UPDATE SKIPPED,2022-06-28T11:35:41Z,2022-06-28T11:44:16Z
476,MD2B35304NCC17644,TEL,UPDATE SKIPPED,2022-06-28T11:29:54Z,2022-06-28T11:31:57Z
477,MD2B35301NCC17519,TEL,UPDATE SKIPPED,2022-06-28T11:21:11Z,2022-06-28T11:24:14Z
478,MD2B3530XNCC17938,TEL,UPDATE SKIPPED,2022-06-28T11:12:14Z,2022-06-28T11:15:18Z
479,MD2B35308NCC17937,TEL,UPDATE SKIPPED,2022-06-28T11:07:11Z,2022-06-28T11:12:27Z
480,MD2B35305NCC17524,TEL,REQUEST_PENDING,2022-06-28T11:06:54Z,None
481,MD2B35306NCC17452,TEL,UPDATE SKIPPED,2022-06-28T11:01:54Z,2022-06-28T11:06:01Z
482,MD2B35306NCC17936,TEL,UPDATE SKIPPED,2022-06-28T10:59:15Z,2022-06-28T11:02:19Z
483,MD2B35304NCC17935,TEL,UPDATE SKIPPED,2022-06-28T10:53:28Z,2022-06-28T10:59:56Z
484,MD2B35302NCC17934,TEL,UPDATE SKIPPED,2022-06-28T10:47:14Z,2022-06-28T10:50:18Z
485,MD2B35303NCC17473,TEL,REQUEST_PENDING,2022-06-28T10:45:09Z,None
486,MD2B35300NCC17933,TEL,UPDATE SKIPPED,2022-06-28T10:40:35Z,2022-06-28T10:43:35Z
487,MD2B35308NCC17517,TEL,UPDATE SKIPPED,2022-06-28T10:39:51Z,2022-06-28T10:54:04Z
488,MD2B35300NCC17446,TEL,REQUEST_PENDING,2022-06-28T10:35:38Z,None
489,MD2B35309NCC17932,TEL,UPDATE SKIPPED,2022-06-28T10:31:03Z,2022-06-28T10:35:12Z
490,MD2B35308NCC17453,TEL,UPDATE SKIPPED,2022-06-28T10:27:44Z,2022-06-28T10:29:42Z
491,MD2B35309NCC17929,TEL,UPDATE SKIPPED,2022-06-28T10:24:08Z,2022-06-28T10:27:09Z
492,MD2B35309NCC17462,TEL,UPDATE SKIPPED,2022-06-28T10:22:41Z,2022-06-28T10:24:41Z
493,MD2B35307NCC17931,TEL,UPDATE SKIPPED,2022-06-28T10:19:06Z,2022-06-28T10:22:09Z
